n_inventario,autore,titolo,casa_editrice,anno,isbn,generi,ripetuti,checked_isbn,isbn_type,authenticity,matched_title
A1176,Mates,Veri amici,Mondadori,2016,9788891809384,"Ragazzi, Biografia, Memorie",FALSE,9791280625991,ISBN-13,corrected-isbn-by-title,I cavalieri cigno
A1177,Luigi Pirandello,Sei personaggi in cerca d'autore,Rusconi,-,9788818031334,"Poesia, Teatro",FALSE,9788898403066,ISBN-13,found-isbn-by-title,
A1178,K. Kressmann Taylor,Destinatario sconosciuto,Rizzoli,-,9788817106095,Romanzo Storico,FALSE,9788858654361,ISBN-13,found-isbn-by-title,
A1179,Robert Louis Stevenson,Lo strano caso del Dr. Jekyll...,Epoca,-,-,"Fantasy, Gotico, Classico",FALSE,9788830530720,ISBN-13,found-isbn-by-title,
A118,Joseph Conrad,La linea d'ombra,Einaudi,2015,9788806217441,"Narrativa, Classico",FALSE,9788892967106,ISBN-13,found-isbn-by-title,
A1180,Lois Lowry,The Giver,Giunti,2017,9788809058143,"Ragazzi, Fantasy",FALSE,9788809765634,ISBN-13,found-isbn-by-title,
A1181,Anonimo,Le mille e una notte Vol. II,Corriere della Sera,-,-,"Narrativa, Classico",FALSE,9783752475906,ISBN-13,found-isbn-by-title,
A1182,Luigi Pirandello,Amori senza amore e altre novelle,Rusconi,-,9788818029522,"Narrativa, Racconti, Classici",FALSE,8818026178,ISBN-10,found-isbn-by-title,
A1183,Jonathan Coe,La banda dei brocchi,Feltrinelli,-,9788807814260,"Narrativa, Ragazzi, Formazione",FALSE,9788807817748,ISBN-13,found-isbn-by-title,
A1184,Herman Melville,Moby Dick,Corriere della Sera,-,-,"Narrativa, Classici",FALSE,9788898062676,ISBN-13,found-isbn-by-title,
A1185,Ken Follett,I pilastri della terra,Mondadori,-,9788804340328,"Romanzo Storico, Narrativa",FALSE,9788852022166,ISBN-13,found-isbn-by-title,
A1186,Honoré de Balzac,Eugénie Grandet,Garzanti,-,9788811362091,"Narrativa, Classici",FALSE,9782371131255,ISBN-13,found-isbn-by-title,
A1189,Italo Calvino,Il sentiero dei nidi di ragno,Mondadori,-,9788804374347,"Narrativa, Romanzo Storico, Resistenza",FALSE,365620795X,ISBN-10,found-isbn-by-title,
A119,Jane Austen,Orgoglio e pregiudizio,Einaudi,2014,9788806217403,"Narrativa, Classici",FALSE,9798330533510,ISBN-13,found-isbn-by-title,
A1190,Oscar Wilde,Il ritratto di Dorian Gray,Acquarelli,-,9788844014901,"Narrativa, Classici",FALSE,8807820110,ISBN-10,found-isbn-by-title,
A1191,Anonimo,Le mille e una notte Vol. I,Corriere della Sera,-,-,"Narrativa, Racconti, Classici",FALSE,9783752475906,ISBN-13,found-isbn-by-title,
A1192,Daniel Pennac,La fata carabina,Feltrinelli,-,9788807812297,"Giallo, Thriller, Narrativa",FALSE,9788807947247,ISBN-13,found-isbn-by-title,
A1193,Mario Tobino,Per le antiche scale,Mondadori,1976,9788804098608,"Narrativa, Racconti",FALSE,9788852088995,ISBN-13,found-isbn-by-title,
A1626,Ugo Mioni,La coppa del vicerè d'Egitto,San Paolo,1937,-,Romanzo Storico,FALSE,,invalid,not-found (No valid ISBN found in title results),
A1560,Christian Jacq,I misteri di Osiride 1 - L'albero...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE,8856722186,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1194,Fabio Paglieri,La cura della ragione,Il Mulino,2016,9788815260539,"Saggistica, Filosofia",FALSE,8815265112,ISBN-10,found-isbn-by-title,
A1561,Christian Jacq,I misteri di Osiride 2 - La cospirazione...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE,9771129085186,ISBN-13,not-found (No valid ISBN found in title results),ISBN not found in the database
A1195,Saulle Panizza,Ragazzi che Costituzione!,Plus,2009,9788884926523,"Saggistica, Ragazzi, Formazione",FALSE,8884926017,ISBN-10,found-isbn-by-title,
A1562,Christian Jacq,I misteri di Osiride 3 - Il cammino...,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE,8899937915,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1196,AIE,Saperi e libertà (Maschile/femminile),AIE,2001,-,"Saggistica, Attualità",FALSE,8880221469,ISBN-10,found-isbn-by-title,
A1563,Christian Jacq,I misteri di Osiride 4 - Il grande segreto,Corriere della Sera,2004,9771129085186,Romanzo Storico,FALSE,9791256220595,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1197,Domenico Quirico,Il tuffo nel pozzo,Vita e Pensiero,2017,9788834331575,"Saggistica, Biografia, Testimonianze, Reportage",FALSE,8834333225,ISBN-10,found-isbn-by-title,
A1198,Saulle Panizza,La Costituzione italiana aggiornata...,Pisa University Press,2018,9788867418298,"Saggistica, Manuali, Attualità",FALSE,8833396517,ISBN-10,found-isbn-by-title,
A1199,Giuseppe Verdi,Il Trovatore,Fabbri Editori,1995,-,"Poesia, Teatro",FALSE,9780486279152,ISBN-13,found-isbn-by-title,
A1200,Arnald,Diversamente occupati,Arti Grafiche Fiorin,2009,-,"Fumetti, Graphic Novel",FALSE,8833594092,ISBN-10,found-isbn-by-title,
A1201,AA. VV.,Il Ragazzini Inglese-italiano,Zanichelli,2015,9788808194484,"Saggistica, Manuali",FALSE,8808252361,ISBN-10,found-isbn-by-title,
A1202,AA. VV.,Il Ragazzini Inglese-italiano,Zanichelli,2015,9788808194484,"Saggistica, Manuali",FALSE,8808252361,ISBN-10,found-isbn-by-title,
A1203,AA. VV.,Lo Zingarelli 2017,Zanichelli,2017,9788808601616,"Saggistica, Manuali",FALSE,8808501477,ISBN-10,found-isbn-by-title,
A1204,AA. VV.,Lo Zingarelli 2018,Zanichelli,2018,9788808800927,"Saggistica, Manuali",FALSE,8808938239,ISBN-10,found-isbn-by-title,
A1205,Agatha Christie,Sfida a Poirot,Mondadori,1963,-,"Giallo, Thriller",FALSE,9788852015045,ISBN-13,found-isbn-by-title,
A1206,Agatha Christie,Miss Marple: Nemesi,Mondadori,1971,9788804399088,"Giallo, Thriller",FALSE,8804336277,ISBN-10,found-isbn-by-title,
A1207,Agatha Christie,Gli elefanti hanno buona memoria,Mondadori,1972,9788804102914,"Giallo, Thriller",FALSE,9788852041600,ISBN-13,found-isbn-by-title,
A1208,Agatha Christie,Poirot e la salma,Mondadori,1946,-,"Giallo, Thriller",FALSE,9788852015014,ISBN-13,found-isbn-by-title,
A1209,Agatha Christie,Delitto in cielo,Mondadori,1935,-,"Giallo, Thriller",FALSE,9788852091711,ISBN-13,found-isbn-by-title,
A121,Franz Kafka,La metamorfosi,Einaudi,2014,9788806217434,"Narrativa, Classici",FALSE,9788862774468,ISBN-13,found-isbn-by-title,
A1210,Agatha Christie,Carte in tavola,Mondadori,1936,-,"Giallo, Thriller",FALSE,1045952036,ISBN-10,found-isbn-by-title,
A1211,Agatha Christie,Polvere negli occhi,Mondadori,1953,-,"Giallo, Thriller",FALSE,9791280834539,ISBN-13,found-isbn-by-title,
A1212,Agatha Christie,I primi casi di Poirot,Mondadori,1973,-,"Giallo, Thriller, Racconti",FALSE,9788835747444,ISBN-13,found-isbn-by-title,
A1213,Agatha Christie,C'era una volta,Mondadori,1945,-,"Giallo, Thriller, Romanzo Storico",FALSE,9788822715029,ISBN-13,found-isbn-by-title,
A1214,Agatha Christie,Poirot non sbaglia,Mondadori,1951,-,"Giallo, Thriller",FALSE,9788804507543,ISBN-13,found-isbn-by-title,
A1215,Agatha Christie,I sette quadranti,Mondadori,1929,-,"Giallo, Thriller",FALSE,9788852064388,ISBN-13,found-isbn-by-title,
A1216,Agatha Christie,Miss Marple al Bertram Hotel,Mondadori,1965,-,"Giallo, Thriller",FALSE,9788804510161,ISBN-13,found-isbn-by-title,
A1217,Jean Giono,L'uomo che piantava gli alberi,Salani,1987,9788877820259,"Narrativa, Racconti",FALSE,8831006347,ISBN-10,corrected-isbn-by-title,Gli sporcelli
A1218,Enrico Grassani,Anche se voi vi credete assolti,Selecta,2016,9788899432119,"Saggistica, Filosofia, Attualità",FALSE,9791280185822,ISBN-13,corrected-isbn-by-title,1° Concorso artistico «Valle del Noce»
A1219,Edgar Allan Poe,Racconti di fantascienza,Newton Compton,1995,9788879839358,"Fantasy, Racconti, Classici",FALSE,9791220346962,ISBN-13,corrected-isbn-by-title,Manuale dei tarocchi
A122,Charlotte Brontë,Jane Eyre,Einaudi,2017,9788806217410,"Narrativa, Ragazzi, Formazione, Classici",FALSE,9788854134072,ISBN-13,found-isbn-by-title,
A1220,George Orwell,La fattoria degli animali,Mondadori,1995,9788804353723,"Narrativa, Fantasy, Distopico, Classici",FALSE,9788855228329,ISBN-13,found-isbn-by-title,
A1221,George Orwell,La fattoria degli animali,Mondadori,1995,9788804353723,"Narrativa, Fantasy, Distopico, Classici",FALSE,9788855228329,ISBN-13,found-isbn-by-title,
A1222,Guy de Maupassant,Bel-Ami,Giunti,2011,9788809767850,"Narrativa, Classici",FALSE,9788858624982,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1223,Immanuel Kant,Per la pace perpetua,Feltrinelli,1991,9788807820229,"Saggistica, Filosofia",FALSE,8807820234,ISBN-10,corrected-isbn-by-title,La metamorfosi e tutti i racconti pubblicati in vita
A1224,Andrea Camilleri,Come la penso,Chiarelettere,2016,9788861908618,"Saggistica, Biografia, Testimonianze",FALSE,9788861904729,ISBN-13,found-isbn-by-title,
A1225,Kahlil Gibran,Il profeta,Rizzoli,1993,9788817110198,"Poesia, Teatro, Filosofia",FALSE,9788862777001,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1226,Daniel Pennac,Come un romanzo,Feltrinelli,1992,9788807812286,"Saggistica, Manuali",FALSE,9788851152857,ISBN-13,corrected-isbn-by-title,L'altra donna
A1227,Denis Guedj,Il teorema del pappagallo,TEA,2003,9788850204793,"Narrativa, Saggistica, Scienze",FALSE,8850204752,ISBN-10,corrected-isbn-by-title,In un milione di piccoli pezzi
A1228,Richard Bach,Il gabbiano Jonathan Livingston,Rizzoli,1970,9788817130011,"Narrativa, Ragazzi, Formazione",FALSE,9788858696132,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1229,Umberto Eco,Il nome della rosa,Bompiani,1980,9788845207914,"Giallo, Thriller, Romanzo Storico",FALSE,9788834622377,ISBN-13,corrected-isbn-by-title,Il ladrone
A123,Robert Louis Stevenson,Lo stano caso del Dr. Jekyll...,Einaudi,2015,9788806225644,"Fantasy, Horror, Gotico, Classici",FALSE,9788830530720,ISBN-13,found-isbn-by-title,
A1230,"Barbero, Frugoni",Dizionario del Medioevo,Laterza,1994,9788842063742,"Saggistica, Storia, Manuali",FALSE,9788842063742,ISBN-13,ok,Dizionario del Medioevo
A1231,Gabriel García Márquez,Dell'amore e di altri demoni,Mondadori,1998,9788804450941,"Realismo Magico, Storico, Amore",FALSE,9788852010736,ISBN-13,found-isbn-by-title,
A1232,Stefano Benni,Comici spaventati guerrieri,Feltrinelli,1986,9788807811906,"Umorismo, Giallo, Satira",FALSE,8807810786,ISBN-10,corrected-isbn-by-title,"Pappe, pentole e pazzie"
A1233,Edmond Rostand,Cirano de Bergerac,Rusconi,2009,9788818026139,"Poesia, Teatro",FALSE,9788852088513,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1234,Alessandro Baricco,Oceano mare,Rizzoli,1993,9788846200020,"Romanzo, Filosofico, Surreale",FALSE,9788858805053,ISBN-13,corrected-isbn-by-title,Il nome della rosa
A1235,Chiara Gamberale,Per 10 minuti,Feltrinelli,2013,9788807030710,"Romanzo, Psicologico, Rinascita",FALSE,9788807030710,ISBN-13,title-mismatch,Per dieci minuti
A1236,Tayari Jones,Un matrimonio americano,Neri Pozza,2018,9788854518216,"Drammatico, Sociale",FALSE,9788854518223,ISBN-13,corrected-isbn-by-title,Il naso di Dante
A1237,Marco Presta,Accendimi,Einaudi,2017,9788806236205,"Umorismo, Surreale",FALSE,9788858427101,ISBN-13,found-isbn-by-title,ISBN not found in the database
A1238,Simone Cristicchi,Abbi cura di me,San Paolo,2019,9788821598289,"Biografia, Diari, Testimonianze",FALSE,8564896265,ISBN-10,corrected-isbn-by-title,Divo Barsotti. Un uomo dentro il Concilio
A1239,Federico Moccia,La ragazza di Roma Nord,SEM,2019,9788893902038,"Narrativa, Ragazzi, Adolescenza",FALSE,9788893902205,ISBN-13,corrected-isbn-by-title,Un male necessario
A124,Ludovico Ariosto,Orlando Furioso I,Einaudi,2015,9788806227983,"Poesia, Teatro, Classici",FALSE,9788858624319,ISBN-13,found-isbn-by-title,
A1240,Andrzej Sapkowski,Il guardiano degli innocenti,Editrice Nord,2016,9788842916567,Fantasy,FALSE,9788842920595,ISBN-13,corrected-isbn-by-title,Le quattro cose ultime
A1241,Denis Guedj,Il teorema del pappagallo,TEA,2018,9788850251780,"Narrativa, Saggistica, Scienze",FALSE,8850204752,ISBN-10,corrected-isbn-by-title,Arabesque
A1242,Michele Tranquilli,Una buona idea,Feltrinelli,2017,9788807032486,"Biografia, Testimonianze, Reportage",FALSE,8869660214,ISBN-10,corrected-isbn-by-title,Fratelli nella notte
A1243,Jean-Louis Fournier,Dove andiamo papà?,Rizzoli,2009,9788817032339,"Biografia, Diari, Testimonianze",FALSE,8817030422,ISBN-10,corrected-isbn-by-title,Il ladro di libri incompiuti
A1244,Federica Manzon,La nostalgia degli altri,Feltrinelli,2017,9788807032370,"Romanzo, Psicologico",FALSE,9788858828038,ISBN-13,corrected-isbn-by-title,Il traduttore
A1564,Francesco Dimitri,Alice nel paese della Vaporità,TEA,2012,9788850228805,Fantasy,FALSE,9788862563277,ISBN-13,corrected-isbn-by-title,Anni di buio
A1245,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1576,John Green,Cercando Alaska,Rizzoli,2006,9788817076340,"Narrativa, Ragazzi, Adolescenza, Formazione",FALSE,9788817076340,ISBN-13,ok,Cercando Alaska
A1246,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1247,Manuela Santoni,Le sorelle Brontë,BeccoGiallo,2018,9788833140131,"Fumetti, Graphic Novel, Biografia",FALSE,8833140261,ISBN-10,corrected-isbn-by-title,Le classi sociali
A1248,Aldo Cazzullo,A riveder le stelle,Mondadori,2020,9788804732419,"Saggistica, Storia, Classici",FALSE,9788835704737,ISBN-13,corrected-isbn-by-title,La seconda guerra fredda. Lo scontro per il nuovo dominio globale
A1249,David Grossman,Qualcuno con cui correre,Mondadori,2019,9788804680215,"Narrativa, Ragazzi, Formazione",FALSE,9788852016585,ISBN-13,corrected-isbn-by-title,Tenera è la notte
A125,Ludovico Ariosto,Orlando Furioso II,Einaudi,2015,9788806227983,"Poesia, Teatro, Classici",FALSE,1530987474,ISBN-10,found-isbn-by-title,
A1250,Elsa Morante,Il mondo salvato dai ragazzini,Einaudi,2020,9788806244675,"Poesia, Teatro, Narrativa",FALSE,8832297027,ISBN-10,found-isbn-by-title,ISBN not found in the database
A1251,Jules Verne,L'isola misteriosa,Marsilio,2020,9788829705221,"Narrativa, Ragazzi, Classici",FALSE,9788831731041,ISBN-13,corrected-isbn-by-title,La Prussia in viaggio. Dalle armi alle arti
A1252,"Vaccarino, Morosinotto",The Game,Mondadori,2018,9788804706243,"Narrativa, Ragazzi",FALSE,8806235559,ISBN-10,corrected-isbn-by-title,Il principe Caspian. Le cronache di Narnia
A1253,Edgar Allan Poe,Racconti di investigazione,Morano,1996,9788880361250,"Giallo, Thriller, Racconti, Classici",FALSE,9788835738930,ISBN-13,found-isbn-by-title,
A1254,Edgar Allan Poe,Le avventure di Gordon Pym,Mondadori,1992,9788804364958,"Narrativa, Fantasy, Horror, Classici",FALSE,9788858601556,ISBN-13,found-isbn-by-title,
A1255,Andrea Camilleri,Un filo di fumo,Sellerio,1997,9788838913938,"Romanzo Storico, Narrativa",FALSE,8833236587,ISBN-10,corrected-isbn-by-title,Piccole cronache di un secolo
A1256,Kaho Nashiki,Un'estate con la Strega dell'Ovest,Feltrinelli,2017,9788807032431,"Narrativa, Ragazzi, Formazione",FALSE,9788858842348,ISBN-13,corrected-isbn-by-title,Miami Blues
A1257-1,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-10,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE,9788868651305,ISBN-13,found-isbn-by-title,
A1257-11,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE,9788868651305,ISBN-13,found-isbn-by-title,
A1257-12,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Testimonianze, Ragazzi",FALSE,9788868651305,ISBN-13,found-isbn-by-title,
A1257-13,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-14,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-15,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-16,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-17,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-18,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-19,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-2,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-20,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-21,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-22,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-23,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-24,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1257-3,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-4,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-5,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-6,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-7,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520281,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,corrected-isbn-by-title,Un piccolo dio
A1257-8,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,found-isbn-by-title,
A1257-9,Fabio Geda,Nel mare ci sono i coccodrilli,Baldini+Castoldi,2017,9788868520150,"Narrativa, Biografia, Memorie, Ragazzi",FALSE,9788868651305,ISBN-13,found-isbn-by-title,
A1258-1,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1258-10,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1258-11,Fabrizio Gatti,Bilal,Rizzoli,-,9788817025068,"Saggistica, Attualità",FALSE,9788817023450,ISBN-13,found-isbn-by-title,
A1258-12,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE,9788858425244,ISBN-13,found-isbn-by-title,
A1258-13,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE,9788858425244,ISBN-13,found-isbn-by-title,
A1258-14,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE,9788858425244,ISBN-13,found-isbn-by-title,
A1258-15,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE,9788858425244,ISBN-13,found-isbn-by-title,
A1258-16,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE,9788858425244,ISBN-13,found-isbn-by-title,
A1258-17,Giorgio Scianna,La regola dei pesci,Einaudi,2017,9788806236619,"Ragazzi, Narrativa",FALSE,9788858425244,ISBN-13,found-isbn-by-title,
